chromosome	start	end	major_is_allele_a	length	major_readcount	minor_readcount	readcount	allele_ratio	major_depth	minor_depth	total_depth	major_0	minor_0	major_1	minor_1	major_2	minor_2	major_raw	minor_raw	major_depth_e	minor_depth_e	total_depth_e	major_e	minor_e	total_e	major_raw_e	minor_raw_e	major_diff	minor_diff	prob_is_outlier_total	prob_is_outlier_allele	total_likelihood_mask	allele_likelihood_mask
chr1	2746290	3000000	1	254523.6164796584	10838	2348	74548	0.17806764750492948	0.24073763315672322	0.05215463763166508	0.2928922707883883	1	1	4	0	3	0	3.3929077430983767	0.07953318419241252	0.2244699985281599	0.04762795166483502	0.27209795019299493	57132.91581657086	12122.438503252177	69255.35431982303	3.1070878760324874	0.0	1	0	0.04842626350547887	0.001123473371160475	1	1
chr1	3000000	3500000	1	559757.858486218	21460	4647	155987	0.17799823802045428	0.22906617013409983	0.04960253926435983	0.27866870939845967	1	1	4	0	3	0	3.187841912339349	0.034693203904099294	0.2244699985281599	0.04762795166483502	0.27209795019299493	125648.8456705273	26660.120227993153	152308.96589852046	3.1070878760324874	0.0	1	0	0.001102802921996844	0.0010883908043713953	1	1
chr1	3500000	4000000	1	552129.7923258777	18286	4141	153644	0.1846435100548446	0.22689344839264522	0.05138170019654074	0.27827514858918595	1	1	4	0	3	0	3.1496675216861845	0.06595279097595881	0.2244699985281599	0.04762795166483502	0.27209795019299493	123936.573670743	26296.8110616123	150233.3847323553	3.1070878760324874	0.0	1	0	0.0010475435422728238	0.0018181637168897123	1	1
chr1	4000000	4500000	1	536732.7099756816	36450	7905	147195	0.17822117010483599	0.22536680291368721	0.04887584573477907	0.27424264864846626	1	1	4	0	3	0	3.122844592734586	0.02192530907704681	0.2244699985281599	0.04762795166483502	0.27209795019299493	120480.39061825653	25563.47956765768	146043.87018591422	3.1070878760324874	0.0	1	0	0.0007410245141607285	0.0010839973688896677	1	1
chr1	4500000	5000000	1	540964.9953264046	31729	6706	146738	0.17447638870820867	0.2239251794853097	0.04732712199024511	0.27125230147555485	1	1	4	0	3	0	3.097515488284794	-0.005285531643905487	0.2244699985281599	0.04762795166483502	0.27209795019299493	121430.41170470406	25765.0546497737	147195.46635447777	3.1070878760324874	0.0	1	0	0.0007116372205752477	0.0010208895670327917	1	1
chr1	5000000	5500000	1	533068.419389094	23609	5397	143457	0.18606495207888024	0.21904257675484606	0.05007297161022932	0.26911554836507534	1	1	4	0	3	0	3.0117289006695103	0.042958628695717434	0.2244699985281599	0.04762795166483502	0.27209795019299493	119657.86731567846	25388.956912713773	145046.82422839224	3.1070878760324874	0.0	1	0	0.0007759980272149196	0.0021792228464331625	1	1
chr1	5500000	6000000	1	543549.8928258838	24025	5297	148749	0.18064934179114658	0.2242252140355954	0.04943687653471587	0.27366209057031127	1	1	4	0	3	0	3.102787049715566	0.03178253493188936	0.2244699985281599	0.04762795166483502	0.27209795019299493	122010.64364260761	25888.16802293745	147898.81166554507	3.1070878760324874	0.0	1	0	0.0007245483442460237	0.0012506620704790924	1	1
chr1	6000000	6500000	1	550096.6621530539	27869	5793	151097	0.1720931614283168	0.22740410584941986	0.047269438630223155	0.274673544479643	1	1	4	0	3	0	3.158639695560514	-0.006299019509218109	0.2244699985281599	0.04762795166483502	0.27209795019299493	123480.19694384169	26199.97723601273	149680.17417985442	3.1070878760324874	0.0	1	0	0.0007567757568745252	0.0010821437038285883	1	1
chr1	6500000	7000000	1	540045.7032044184	11346	2355	144529	0.17188526384935407	0.2216230848443819	0.04600056097378102	0.2676236458181629	1	1	4	0	3	0	3.057068035457954	-0.028593007010657274	0.2244699985281599	0.04762795166483502	0.27209795019299493	121224.05820343489	25721.27064902188	146945.32885245676	3.1070878760324874	0.0	1	0	0.000873447617515749	0.0011293055855830238	1	1
chr1	7000000	7500000	1	537952.4257151952	11978	2577	148072	0.17705255925798694	0.22651719300930254	0.048733912705374235	0.27525110571467676	1	1	4	0	3	0	3.1430567718073417	0.01943156733013544	0.2244699985281599	0.04762795166483502	0.27209795019299493	120754.18020850993	25621.572129944074	146375.752338454	3.1070878760324874	0.0	1	0	0.0007832889190928276	0.0010841240526287346	1	1
chr1	7500000	7737176	1	257980.64960029788	15690	3366	71354	0.17663727959697734	0.22773112496096856	0.04885551093808924	0.2765866358990578	1	1	4	0	3	0	3.1643853716299	0.0215680297909425	0.2244699985281599	0.04762795166483502	0.27209795019299493	57908.9160360726	12287.089909625727	70196.00594569833	3.1070878760324874	0.0	1	0	0.0008732974087646371	0.0010599087431900378	1	1
chr1	7737176	8000000	1	279725.4157917479	15036	3101	73302	0.17097645696642222	0.21724548546811043	0.04480435291544363	0.26204983838355406	1	1	4	0	3	0	2.9801542799942853	-0.049610200722201375	0.2244699985281599	0.04762795166483502	0.27209795019299493	62789.96367106257	13322.748582755248	76112.71225381782	3.1070878760324874	0.0	1	0	0.0020792046426687263	0.0011606604578004096	1	1
chr1	8000000	8500000	1	539539.0452065041	21275	4589	141944	0.17742808536962573	0.21640537211835198	0.04667846075915945	0.2630838328775114	1	1	4	0	3	0	2.9653936161712466	-0.016682410850558355	0.2244699985281599	0.04762795166483502	0.27209795019299493	121110.32868338877	25697.139566386613	146807.46824977538	3.1070878760324874	0.0	1	0	0.001688271475642656	0.0010681055978516091	1	1
chr1	8500000	9000000	1	530031.1839240425	21170	4528	140323	0.17620048252782317	0.21809663883250754	0.046648161579291164	0.2647448004117987	1	1	4	0	3	0	2.9951089151959827	-0.017214762834106893	0.2244699985281599	0.04762795166483502	0.27209795019299493	118976.09907530868	25244.299608789577	144220.39868409824	3.1070878760324874	0.0	1	0	0.0012584276359687415	0.0010396142882994183	1	1
chr1	9000000	9500000	1	546023.0412390745	32136	6721	148333	0.17296754767480763	0.2246722124992512	0.04698848457205213	0.27166069707130336	1	1	4	0	3	0	3.1106407447596163	-0.01123533959456515	0.2244699985281599	0.04762795166483502	0.27209795019299493	122565.79126327646	26005.95901602086	148571.75027929732	3.1070878760324874	0.0	1	0	0.0007076868400509691	0.0010477310022057968	1	1
chr1	9500000	10000000	1	541501.8738207644	9597	1996	143460	0.17217286293452946	0.21931610364606358	0.04561372750625643	0.26492983115232	1	1	4	0	3	0	3.016534726560723	-0.03538961222026656	0.2244699985281599	0.04762795166483502	0.27209795019299493	121550.92481954281	25790.62507275296	147341.54989229576	3.1070878760324874	0.0	1	0	0.0012225458805125533	0.0011290178587936614	1	1
chr1	10000000	10500000	1	535144.2286529716	5714	1600	141254	0.21875854525567404	0.20621259567019762	0.057742413908350755	0.2639550095785484	1	1	4	0	3	0	2.7863080837036973	0.17770956379906958	0.2244699985281599	0.04762795166483502	0.27209795019299493	120123.82421808579	25487.82345599915	145611.64767408496	3.1070878760324874	0.0	1	0	0.0014360932790346843	0.9192083783130084	1	1
chr1	10500000	11000000	1	551609.4249081075	27506	5811	149061	0.17441546357715282	0.22309708831430314	0.047132159535898194	0.2702292478502013	1	1	4	0	3	0	3.0829660523145543	-0.008710992324368033	0.2244699985281599	0.04762795166483502	0.27209795019299493	123819.76679724202	26272.027027390788	150091.7938246328	3.1070878760324874	0.0	1	0	0.0007327298365041096	0.001025194858008368	1	1
chr1	11000000	11500000	1	534746.5369838796	24423	5045	143719	0.17120266051309896	0.22274838001860445	0.04601259375153992	0.26876097377014435	1	1	4	0	3	0	3.076839300577312	-0.028381592934916735	0.2244699985281599	0.04762795166483502	0.27209795019299493	120034.55436971007	25468.88221640613	145503.4365861162	3.1070878760324874	0.0	1	0	0.0007946643182629546	0.0011296340838226205	1	1
chr1	11500000	12000000	1	549186.3565243671	26481	5585	148619	0.17417202020832034	0.22348284342933056	0.047133857503599226	0.2706167009329298	1	1	4	0	3	0	3.089743711034743	-0.008681159290022701	0.2244699985281599	0.04762795166483502	0.27209795019299493	123275.86064071019	26156.62124352941	149432.4818842396	3.1070878760324874	0.0	1	0	0.0007227679322391126	0.0010287556706858	1	1
chr1	12000000	12500000	1	539508.1878587684	15875	3423	147349	0.17737589387501296	0.22467284490062572	0.04844441877762783	0.27311726367825356	1	1	4	0	3	0	3.110651855955615	0.01434520303476483	0.2244699985281599	0.04762795166483502	0.27209795019299493	121103.40213458796	25695.669894120154	146799.07202870812	3.1070878760324874	0.0	1	0	0.000714013078147159	0.001078232382710895	1	1
chr1	12500000	12954384	1	378051.8279866089	12917	3718	124124	0.22350465885181844	0.25494310724002334	0.07338224608797761	0.32832535332800095	1	1	4	0	3	0	3.6424957629182786	0.4524990372892641	0.2244699985281599	0.04762795166483502	0.27209795019299493	84861.29327172226	18005.834190148733	102867.127461871	3.1070878760324874	0.0	1	0	0.9999999996807724	0.9971452120599718	1	1
chr1	13004384	13500000	1	207571.7877774231	17466	5384	99500	0.23562363238512035	0.36640551874628513	0.11294671435531886	0.479352233101604	1	1	4	0	3	0	5.600873386154632	1.1476407292995168	0.2244699985281599	0.04762795166483502	0.27209795019299493	46593.638896885685	9886.219075246501	56479.85797213219	3.1070878760324874	0.0	1	0	1.0	0.9999978449297922	1	1
chr1	13500000	14000000	1	532282.3489653402	25012	5663	143392	0.18461287693561532	0.21965783869729927	0.049733021771262015	0.26939086046856126	1	1	4	0	3	0	3.022538959452974	0.036985761711595434	0.2244699985281599	0.04762795166483502	0.27209795019299493	119481.41808881541	25351.51798856607	144832.93607738148	3.1070878760324874	0.0	1	0	0.0007632222126216279	0.0018153829767849833	1	1
chr1	14000000	14500000	1	526519.0968577405	19330	6228	142813	0.2436810392049456	0.20514389770976868	0.06609602663923639	0.271239924349005	1	1	4	0	3	0	2.7675312230255593	0.324481269383689	0.2244699985281599	0.04762795166483502	0.27209795019299493	118187.7408967051	25077.026095753055	143264.76699245817	3.1070878760324874	0.0	1	0	0.0007118970330478283	0.9999999906044055	1	1
chr1	14500000	15000000	1	542296.0551473282	31138	8168	146618	0.20780542410827862	0.2141818721077316	0.05618336217406229	0.2703652342817939	1	1	4	0	3	0	2.9263270590492514	0.15031726186841532	0.2244699985281599	0.04762795166483502	0.27209795019299493	121729.19470074768	25828.450302587655	147557.64500333535	3.1070878760324874	0.0	1	0	0.0007290085566881679	0.38259095993017456	1	1
chr1	15000000	15500000	1	542103.433748006	33179	6928	148641	0.17273792604782207	0.22682952049236668	0.047363540732726014	0.2741930612250927	1	1	4	0	3	0	3.148544318197994	-0.004645659875681562	0.2244699985281599	0.04762795166483502	0.27209795019299493	121685.95697552535	25819.276139891124	147505.23311541646	3.1070878760324874	0.0	1	0	0.0007393702321291628	0.0010539504412488195	1	1
chr1	15500000	16000000	1	542546.0150955523	14862	3034	144324	0.16953509164059008	0.22091401300395622	0.04509844674027744	0.26601245974423365	1	1	4	0	3	0	3.0446097510301255	-0.04444301693438099	0.2244699985281599	0.04762795166483502	0.27209795019299493	121785.30320995765	25840.355382919817	147625.65859287747	3.1070878760324874	0.0	1	0	0.0010478076779764755	0.0012667988922559898	1	1
chr1	16000000	16500000	1	538657.9894817907	14593	3149	146403	0.17748844549656184	0.2235521638318475	0.04823996189313286	0.27179212572498035	1	1	4	0	3	0	3.0909616599673777	0.010752926660149641	0.2244699985281599	0.04762795166483502	0.27209795019299493	120912.55810615914	25655.17668691594	146567.73479307507	3.1070878760324874	0.0	1	0	0.000707009799434016	0.0010857942280634379	1	1
chr1	16500000	16799163	1	121788.95773936032	22925	12481	159490	0.352510873863187	0.847926139154286	0.4616342919426235	1.3095604310969096	1	1	4	0	3	0	14.061117475534834	7.2740284524747425	0.2244699985281599	0.04762795166483502	0.27209795019299493	27337.96716450034	5800.558592520889	33138.52575702123	3.1070878760324874	0.0	1	0	0.010000000000000004	0.010000000000000004	0	0
chr1	16849163	17000000	1	134627.0900513089	15537	9004	68343	0.3668962144981867	0.32139305689560776	0.18625365799627033	0.5076467148918781	1	1	4	0	3	0	4.810011275207083	2.4356325833625587	0.2244699985281599	0.04762795166483502	0.27209795019299493	30219.742705667755	6412.012537741131	36631.75524340889	3.1070878760324874	0.0	1	0	1.0	1.0	1	1
chr1	17000000	17500000	1	545850.3580848459	22753	4803	146438	0.17429960807083758	0.22151476536089046	0.04676022581762216	0.2682749911785126	1	1	4	0	3	0	3.055164878602082	-0.015245811205062704	0.2244699985281599	0.04762795166483502	0.27209795019299493	122527.02907590092	25997.73447109793	148524.76354699885	3.1070878760324874	0.0	1	0	0.0008245466655001913	0.0010322210517649721	1	1
chr1	17500000	18000000	1	550807.5432754055	17115	3527	149540	0.17086522623776765	0.22510369653091228	0.046388591157728754	0.27149228768864103	1	1	4	0	3	0	3.1182218535923583	-0.02177537567544394	0.2244699985281599	0.04762795166483502	0.27209795019299493	123639.76842832965	26233.83504774754	149873.6034760772	3.1070878760324874	0.0	1	0	0.0007089649490187193	0.001161852977033467	1	1
chr1	18000000	18500000	1	544439.3802244759	26748	5748	148573	0.17688330871491875	0.2246217313006936	0.04826999071019839	0.272891722010892	1	1	4	0	3	0	3.1097537977762038	0.011280528410360268	0.2244699985281599	0.04762795166483502	0.27209795019299493	122210.30687766039	25930.532485764073	148140.83936342446	3.1070878760324874	0.0	1	0	0.0007109364533219785	0.0010455561356864501	1	1
chr1	18500000	19000000	1	548486.4169269502	23163	5056	149628	0.1791700627236968	0.2239237619463898	0.048877888891807914	0.2728016508381977	1	1	4	0	3	0	3.0974905823414964	0.021961207035398594	0.2244699985281599	0.04762795166483502	0.27209795019299493	123118.74520030821	26123.284554215334	149242.02975452354	3.1070878760324874	0.0	1	0	0.0007099080462474893	0.0011438994786760802	1	1
chr1	19000000	19500000	1	541535.2455035885	1610	262	148904	0.13995726495726496	0.23648285957770557	0.03848354609276948	0.27496640567047503	1	1	4	0	3	0	3.318152018217821	-0.16066581557070408	0.2244699985281599	0.04762795166483502	0.27209795019299493	121558.41576113722	25792.21449764948	147350.6302587867	3.1070878760324874	0.0	1	0	0.000769462862316947	0.10768327500975002	1	1
chr1	19500000	20000000	1	539825.2995527083	21326	4652	143950	0.17907460158595734	0.2189082490198538	0.04775209483449123	0.266660343854345	1	1	4	0	3	0	3.0093687827891067	0.0021811766159275125	0.2244699985281599	0.04762795166483502	0.27209795019299493	121174.5841960599	25710.773274551477	146885.35747061137	3.1070878760324874	0.0	1	0	0.0009672586878520925	0.0011408137746539407	1	1
chr1	20000000	20500000	1	543265.6458028902	21454	4452	147312	0.17185208059908902	0.2245607231844918	0.04659943784922894	0.27116016103372076	1	1	4	0	3	0	3.1086818944503123	-0.018070831363264026	0.2244699985281599	0.04762795166483502	0.27209795019299493	121946.8387137746	25874.62991946544	147821.46863324003	3.1070878760324874	0.0	1	0	0.0007128552151528931	0.0011006359525744876	1	1
chr1	20500000	21000000	1	531575.367589203	27410	5732	142681	0.17295274877798564	0.2219890838561216	0.04642252567177267	0.2684116095278943	1	1	4	0	3	0	3.063498582447128	-0.021179151423151722	0.2244699985281599	0.04762795166483502	0.27209795019299493	119322.72198035444	25317.845913755467	144640.5678941099	3.1070878760324874	0.0	1	0	0.0008156781053719341	0.0010523049190208909	1	1
chr1	21000000	21500000	1	513760.0969352657	18196	3911	140697	0.17691229022481567	0.22540865316916736	0.04844873832406098	0.27385739149322835	1	1	4	0	3	0	3.12357989536039	0.014421096808844222	0.2244699985281599	0.04762795166483502	0.27209795019299493	115323.72820288638	24469.34106415379	139793.06926704018	3.1070878760324874	0.0	1	0	0.0007296759522254062	0.0010595147891492792	1	1
chr1	21500000	22000000	1	537721.1942648649	11927	2512	148319	0.17397326684673453	0.22784197524900207	0.04798684009604202	0.2758288153450441	1	1	4	0	3	0	3.1663329943367886	0.006305615170318603	0.2244699985281599	0.04762795166483502	0.27209795019299493	120702.27568519462	25610.559049604348	146312.83473479896	3.1070878760324874	0.0	1	0	0.0008162308089137812	0.0010668474308676743	1	1
chr1	22000000	22500000	1	538469.3201540946	30849	6642	145589	0.1771625190045611	0.22247523031834518	0.04790043371825501	0.2703756640366002	1	1	4	0	3	0	3.0720401018738874	0.004787468249968909	0.2244699985281599	0.04762795166483502	0.27209795019299493	120870.20750244889	25646.190753295792	146516.3982557447	3.1070878760324874	0.0	1	0	0.0007287592545878294	0.0010491923413796565	1	1
chr1	22500000	23000000	1	548586.5124446992	12071	2851	150122	0.19106017960058974	0.22136830010060105	0.05228407121090329	0.2736523713115043	1	1	4	0	3	0	3.0525915062476168	0.08180731250033328	0.2244699985281599	0.04762795166483502	0.27209795019299493	123141.21364103	26128.05189869655	149269.26553972656	3.1070878760324874	0.0	1	0	0.000724300096989707	0.004627266016408605	1	1
chr1	23000000	23500000	1	536886.1883980345	6147	1566	142381	0.20303383897316218	0.21135361911943273	0.05384411380202239	0.2651977329214551	1	1	4	0	3	0	2.876635084057084	0.10921702363485038	0.2244699985281599	0.04762795166483502	0.27209795019299493	120514.8419194962	25570.7894305391	146085.63135003528	3.1070878760324874	0.0	1	0	0.001173917348181898	0.055053678420719385	1	1
chr1	23500000	24000000	1	529996.9181379587	18858	4033	139954	0.17618277925822376	0.21754185989753763	0.046523826544000925	0.26406568644153855	1	1	4	0	3	0	2.9853615336580646	-0.019399310500052804	0.2244699985281599	0.04762795166483502	0.27209795019299493	118968.40743435688	25242.667599586224	144211.0750339431	3.1070878760324874	0.0	1	0	0.001408520876656268	0.0010437900689791153	1	1
chr1	24000000	24500000	1	540973.3860382455	22396	5768	147812	0.2048004544808976	0.2172750790626875	0.055958325416752164	0.27323340447943967	1	1	4	0	3	0	2.9806742349515454	0.14636340025743566	0.2244699985281599	0.04762795166483502	0.27209795019299493	121432.29516777865	25765.454282191695	147197.74944997035	3.1070878760324874	0.0	1	0	0.0007158884791843141	0.1609984455756727	1	1
chr1	24500000	25000000	1	534882.6187057493	20607	4393	141888	0.17572	0.2186562743859504	0.04661314181479498	0.2652694162007454	1	1	4	0	3	0	3.0049416267820623	-0.017830054771842192	0.2244699985281599	0.04762795166483502	0.27209795019299493	120065.10063361785	25475.36351007781	145540.46414369566	3.1070878760324874	0.0	1	0	0.0011615544054320213	0.001034918338667152	1	1
chr1	25000000	25500000	1	466422.921608358	14334	3054	126996	0.17563837129054521	0.22445429791182447	0.047822200768990644	0.2722764986808151	1	1	4	0	3	0	3.106812018590621	0.0034129272260604833	0.2244699985281599	0.04762795166483502	0.27209795019299493	104697.95252692816	22214.76836573401	126912.72089266217	3.1070878760324874	0.0	1	0	0.0007071376698862372	0.0010505665144213373	1	1
chr1	25500000	26000000	1	537254.3748908341	19072	4084	147453	0.17636897564346174	0.22605095669834552	0.04840562642386971	0.27445658312221527	1	1	4	0	3	0	3.1348650707111636	0.013663627277287985	0.2244699985281599	0.04762795166483502	0.27209795019299493	120597.488740993	25588.3253990218	146185.8141400148	3.1070878760324874	0.0	1	0	0.0007485068203520219	0.001046304418253753	1	1
chr1	26000000	26500000	1	543661.456924318	23385	4984	143671	0.17568472628573442	0.21783813838818572	0.046427422780702055	0.2642655611688878	1	1	4	0	3	0	2.990567101692082	-0.021093109963826972	0.2244699985281599	0.04762795166483502	0.27209795019299493	122035.68643561893	25893.481592425203	147929.16802804414	3.1070878760324874	0.0	1	0	0.0013611748808177214	0.0010301486654448178	1	1
chr1	26500000	27000000	1	530426.1608376126	13680	2868	141238	0.17331399564902103	0.22012390508444193	0.046148783609808446	0.26627268869425036	1	1	4	0	3	0	3.030727675013569	-0.025988757831669113	0.2244699985281599	0.04762795166483502	0.27209795019299493	119064.7595425164	25263.11155013782	144327.8710926542	3.1070878760324874	0.0	1	0	0.0010135730677562672	0.001070939833879466	1	1
chr1	27000000	27500000	1	537828.7608947625	5050	1030	142092	0.16940789473684212	0.21943879167917132	0.04475682285733594	0.26419561453650725	1	1	4	0	3	0	3.0186903366487354	-0.05044529661660514	0.2244699985281599	0.04762795166483502	0.27209795019299493	120726.42116644939	25615.68222785386	146342.10339430327	3.1070878760324874	0.0	1	0	0.0013774172597167465	0.0013531044678373278	1	1
chr1	27500000	28000000	1	537955.2601576201	4606	964	144603	0.17307001795332136	0.22227974155110988	0.04652142224387102	0.2688011637949809	1	1	4	0	3	0	3.0686053939559974	-0.019441553687781474	0.2244699985281599	0.04762795166483502	0.27209795019299493	120754.81645579686	25621.70712863088	146376.52358442775	3.1070878760324874	0.0	1	0	0.0007923966392765298	0.0011801684388710982	1	1
chr1	28000000	28500000	1	533963.0055591678	5566	1157	139833	0.17209579056968616	0.21680964432364766	0.045068048595483357	0.26187769291913104	1	1	4	0	3	0	2.9724966173520797	-0.04497710771662897	0.2244699985281599	0.04762795166483502	0.27209795019299493	119858.67507195825	25431.56421958208	145290.23929154032	3.1070878760324874	0.0	1	0	0.002171812825918472	0.0011847681787722818	1	1
chr1	28500000	29000000	1	535559.3419635758	15357	3245	139235	0.17444360821417051	0.21462858586101863	0.04535194120720228	0.2599805270682209	1	1	4	0	3	0	2.9341757517754092	-0.0399891576922278	0.2244699985281599	0.04762795166483502	0.27209795019299493	120217.00470230615	25507.59445269204	145724.5991549982	3.1070878760324874	0.0	1	0	0.003449268351751522	0.0010473533300608268	1	1
chr1	29000000	29500000	1	537313.360893439	24675	5317	145657	0.17728060816217658	0.22302597921194764	0.04805791819533639	0.271083897407284	1	1	4	0	3	0	3.0817166761977135	0.007554446568089437	0.2244699985281599	0.04762795166483502	0.27209795019299493	120610.72932891091	25591.13478150277	146201.86411041368	3.1070878760324874	0.0	1	0	0.0007140235853641843	0.0010587350042822222	1	1
chr1	29500000	29552233	1	56499.99087804101	1282	299	14911	0.18912080961416824	0.2140003815919618	0.049911165441494994	0.2639115470334568	1	1	4	0	3	0	2.923138298281293	0.04011571891233178	0.2244699985281599	0.04762795166483502	0.27209795019299493	12682.552869234914	2690.978834602957	15373.53170383787	3.1070878760324874	0.0	1	0	0.0014239909060831466	0.0025953554318915947	1	1
chr1	29553835	30000000	1	481847.0632535657	19603	4262	131954	0.17858789021579718	0.2249440160589432	0.04890636108979319	0.2738503771487364	1	1	4	0	3	0	3.115416291977944	0.02246145922504	0.2244699985281599	0.04762795166483502	0.27209795019299493	108160.20957932607	22949.38863848353	131109.5982178096	3.1070878760324874	0.0	1	0	0.0007297552147154301	0.0011177467847180635	1	1
chr1	30000000	30500000	1	530434.5019193208	22233	4584	147767	0.17093634634746616	0.2309582963890752	0.04761898217278463	0.2785772785618598	1	1	4	0	3	0	3.2210862829572733	-0.00015759261158902323	0.2244699985281599	0.04762795166483502	0.27209795019299493	119066.63186511517	25263.50881877425	144330.14068388942	3.1070878760324874	0.0	1	0	0.0010895149247735325	0.0011481962957218335	1	1
chr1	30500000	31000000	1	540213.0619629523	29149	5949	141324	0.169496837426634	0.21726618108980042	0.044341710223445845	0.2616078913132463	1	1	4	0	3	0	2.9805178989207817	-0.05773876247964541	0.2244699985281599	0.04762795166483502	0.27209795019299493	121261.62522371665	25729.241603884017	146990.86682760066	3.1070878760324874	0.0	1	0	0.0023082293987612694	0.0012507926990188874	1	1
chr1	31000000	31500000	1	536999.3029105333	17951	3812	134556	0.17515967467720442	0.2066803703702854	0.043889787301628194	0.2505701576719136	1	1	4	0	3	0	2.7945268140630035	-0.06567897950487601	0.2244699985281599	0.04762795166483502	0.27209795019299493	120540.2327339503	25576.17684307298	146116.40957702327	3.1070878760324874	0.0	1	0	0.10734971217801748	0.0010376824366701916	1	1
chr1	31500000	32000000	1	544610.8803900757	21333	4392	148026	0.17072886297376094	0.22539705641122	0.04640434405653579	0.27180140046775575	1	1	4	0	3	0	3.123376142086445	-0.021498599638500995	0.2244699985281599	0.04762795166483502	0.27209795019299493	122248.80351958018	25938.700687361776	148187.50420694196	3.1070878760324874	0.0	1	0	0.0007069370444824573	0.001162614124046603	1	1
